id,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
2902,1,3,1,3,5,1,5,5,3,2,2,5,1,5,22,49
71673,2,1,2,4,2,2,2,2,2,4,4,3,3,2,0,3
128042,1,4,1,4,4,1,4,4,5,3,3,5,5,4,0,7
53847,2,1,3,1,1,3,3,3,3,3,2,2,3,2,0,0
42369,2,4,2,3,2,2,2,2,3,5,5,4,5,2,0,0
110474,1,1,1,3,5,2,2,3,3,1,3,3,3,3,1,4
17284,1,1,1,1,5,5,5,5,4,2,5,1,5,5,0,0
69457,2,5,2,3,1,2,1,1,5,4,4,3,1,1,1,0
83974,2,5,2,2,2,5,4,5,5,5,5,5,5,3,0,0
107761,3,5,3,2,4,3,4,4,3,5,4,3,5,4,3,0
37834,5,5,4,5,5,5,5,5,5,2,1,3,2,5,18,55
25904,4,2,2,2,5,5,3,4,4,4,4,2,4,5,0,1
73190,3,3,3,3,3,2,2,1,2,3,3,2,1,2,199,185
70160,2,2,2,3,1,2,1,1,4,2,4,4,5,1,56,63
126642,4,4,4,4,3,5,5,2,2,2,2,5,2,4,0,0
76228,2,2,2,2,4,3,3,2,2,2,2,1,2,4,3,0
18983,4,4,4,4,2,3,3,5,5,5,5,4,5,3,93,77
42803,0,3,0,3,4,3,4,4,4,5,5,5,5,4,0,0
65527,2,4,3,1,1,3,1,1,3,2,4,4,5,1,70,89
5441,3,5,3,3,2,4,4,5,5,5,5,5,5,5,0,23
18473,5,5,5,5,1,1,3,4,4,4,4,5,4,5,0,0
98337,1,1,1,3,3,1,3,3,5,5,5,3,5,3,3,0
68782,2,2,2,3,3,2,3,3,3,5,5,5,4,3,0,0
98247,5,4,5,5,2,4,4,4,4,4,4,4,4,4,80,86
67119,1,2,2,2,5,2,2,1,1,1,1,1,1,4,12,5
91319,3,5,3,1,5,3,5,5,4,4,5,3,5,5,0,2
111275,4,2,2,2,4,3,4,4,4,4,4,1,4,3,0,5
60787,1,5,1,3,1,1,1,1,5,2,5,3,5,1,0,0
65894,0,0,0,3,3,0,1,3,4,2,4,5,4,3,96,91
67702,5,5,5,5,3,4,5,4,4,3,4,5,4,3,0,0
55982,2,2,2,2,4,3,4,5,5,5,5,4,5,5,0,0
38230,3,3,5,3,4,4,4,3,3,3,3,3,3,1,0,0
48253,3,3,3,3,5,2,5,4,4,3,4,1,4,5,57,52
89431,2,2,2,3,3,2,4,3,2,4,3,4,3,3,0,0
117314,3,2,3,3,2,3,5,2,2,4,3,3,2,2,0,0
14155,4,3,3,3,4,4,4,4,4,5,2,1,3,4,0,0
123078,3,3,3,3,3,5,4,5,5,5,5,3,5,5,0,0
50137,4,4,4,4,1,3,3,2,2,2,4,1,2,2,95,100
41799,3,3,3,3,4,4,3,4,4,4,4,1,4,1,0,0
47037,1,1,1,1,5,5,5,5,4,4,2,3,3,5,0,0
115397,3,2,3,3,5,3,5,5,4,4,2,4,3,5,11,6
35221,5,5,5,5,2,2,2,2,5,3,3,3,1,2,0,0
52892,2,4,2,1,1,2,1,1,5,4,1,1,2,1,27,54
90041,5,5,5,5,2,5,4,2,2,2,2,3,2,4,7,0
26751,3,4,4,3,4,4,4,4,3,1,3,2,3,4,3,24
66071,2,5,2,1,3,4,5,2,2,2,2,5,2,3,29,17
33552,1,0,1,4,5,1,5,5,5,1,3,2,1,5,0,0
107354,3,4,4,4,3,3,2,3,3,2,4,4,4,3,44,40
83598,2,2,2,2,4,5,4,5,5,5,5,3,5,5,35,36
117725,2,2,2,2,3,5,4,4,4,4,4,3,4,4,15,1
34210,2,5,2,3,4,3,5,4,4,2,4,4,4,5,6,24
129245,3,3,3,3,5,3,4,3,3,3,3,3,3,4,60,70
16810,3,2,2,2,3,3,3,2,1,2,4,3,3,3,141,139
88356,3,2,2,2,3,3,3,3,4,3,3,2,3,3,44,33
3875,1,1,1,1,5,2,2,2,2,2,1,4,2,2,44,92
4749,5,1,5,3,4,1,4,4,4,4,4,2,4,4,0,0
9559,5,5,5,5,4,5,4,4,4,5,4,4,4,4,0,0
112110,4,4,4,1,5,4,5,5,3,2,4,4,5,5,16,14
114915,2,2,2,2,5,5,4,5,5,5,5,5,5,5,0,0
66011,4,4,4,4,4,4,4,4,3,3,4,3,5,4,74,67
60450,1,1,1,1,2,5,4,5,5,5,5,3,5,3,1,0
129469,2,2,2,2,2,2,2,2,4,3,5,3,4,2,0,7
62153,5,5,5,5,5,5,4,5,5,5,5,5,5,3,0,0
39499,5,5,5,5,4,4,4,4,3,2,5,4,4,4,0,0
19091,2,5,4,3,4,4,4,2,2,4,2,3,2,3,0,0
48260,3,4,3,5,5,3,4,5,3,4,5,3,5,5,0,4
96830,5,5,5,5,5,5,5,5,4,4,4,5,4,5,172,163
126561,4,1,1,1,1,3,4,4,4,3,4,1,4,3,0,8
69098,1,1,3,1,5,5,4,5,5,5,5,4,5,5,0,0
89178,2,4,2,3,1,2,1,1,4,2,3,5,4,1,0,0
48501,2,2,2,2,2,2,4,2,1,1,3,1,3,2,16,6
109465,5,5,5,5,4,4,4,4,3,5,5,3,5,4,0,0
62274,3,3,3,5,3,3,3,3,4,2,5,4,5,3,0,0
98908,2,2,2,2,4,5,5,4,4,4,4,5,4,3,0,0
17357,2,5,5,5,4,4,4,0,0,1,2,2,0,3,0,0
115331,4,4,4,4,3,5,4,4,4,4,4,4,4,3,0,0
65150,4,4,0,2,5,4,4,5,5,0,5,3,5,3,0,0
42257,2,4,4,4,2,2,2,2,3,5,3,4,3,2,0,0
116136,4,3,4,3,1,4,1,1,3,4,4,2,4,1,0,0
36244,1,1,1,1,1,3,2,5,5,5,5,1,5,3,0,0
109049,2,2,2,2,1,2,2,2,2,2,2,3,2,4,63,52
111496,4,4,4,4,3,5,5,4,4,4,4,3,4,3,0,0
8105,2,2,2,2,4,2,2,2,2,2,2,2,2,2,19,21
19478,5,5,5,5,1,1,1,5,5,5,3,4,5,5,91,128
79579,4,4,4,4,4,4,4,3,3,3,3,3,3,3,6,0
26935,4,5,5,5,4,5,5,4,3,2,5,4,5,4,4,0
81010,0,0,0,3,3,4,5,3,3,3,3,4,3,5,0,21
32348,3,3,4,3,2,2,5,4,4,5,3,4,4,3,0,3
122747,1,0,1,3,2,1,3,2,4,2,5,4,3,2,0,0
88118,5,5,5,5,5,4,5,4,4,4,4,4,4,4,9,4
5622,4,3,4,1,4,4,4,1,2,5,2,4,5,4,175,180
97335,1,1,1,1,4,5,4,4,4,5,4,4,4,3,16,3
72995,3,3,5,3,2,3,2,2,2,5,2,3,2,2,24,1
21707,3,5,3,2,5,5,5,2,2,3,2,4,2,3,27,37
120201,2,5,5,5,2,4,4,2,2,2,2,4,2,3,7,23
42929,5,5,5,5,3,5,4,5,5,5,5,3,5,3,23,13
117511,3,5,3,1,1,3,1,1,4,4,4,5,5,1,11,5
125569,1,4,1,1,2,1,2,2,3,4,4,4,5,2,0,0
128566,1,5,3,3,5,3,4,5,4,2,4,5,4,5,0,0
16040,2,4,4,4,2,2,2,2,1,1,3,3,4,2,16,0
27289,4,4,4,4,3,5,4,5,5,5,5,5,5,1,3,0
61198,4,1,1,1,1,2,2,4,4,4,4,3,4,1,0,0
120723,4,4,2,4,3,4,4,4,4,4,4,4,4,3,0,0
73793,2,5,5,5,2,2,2,2,3,5,4,2,4,2,105,93
36093,3,4,3,1,1,3,1,1,5,1,2,5,1,1,0,0
66777,2,3,2,4,2,2,2,2,3,2,4,4,3,2,0,0
91068,3,3,3,2,3,3,3,3,5,3,3,4,5,3,0,0
120574,2,5,5,5,5,4,4,2,2,2,2,1,2,3,0,0
30294,4,4,4,4,5,5,5,5,2,3,4,4,5,5,0,8
99081,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,0
12094,2,4,2,2,2,4,4,5,5,2,3,4,2,4,143,121
11849,4,5,4,4,3,5,4,4,4,4,2,5,4,5,48,30
2671,4,4,4,2,2,4,2,2,5,4,5,4,4,2,0,6
55140,1,5,1,3,4,1,4,4,3,5,5,3,4,4,0,4
75362,3,2,3,3,3,4,4,4,1,2,4,4,4,4,0,33
5763,3,5,3,5,2,3,2,2,3,5,4,3,4,2,37,52
12659,1,4,1,3,3,3,4,5,5,1,5,5,5,5,0,9
21207,3,3,3,4,1,3,1,1,4,2,3,1,3,1,0,0
45421,4,4,4,4,4,1,3,4,4,4,4,5,4,3,27,17
51952,2,5,2,2,4,4,4,4,5,1,1,4,2,4,0,7
80873,3,4,3,3,3,5,4,4,4,3,4,5,4,3,0,0
119054,1,5,1,2,3,1,3,3,5,3,5,3,5,3,0,0
128651,5,4,4,1,5,1,1,4,4,5,4,1,3,1,1,2
65790,5,5,5,1,2,5,2,2,4,5,5,3,4,2,3,0
71834,1,2,2,2,5,2,3,1,1,1,1,2,1,4,0,0
94138,4,4,1,4,3,4,5,4,4,4,5,4,4,5,4,2
5255,1,2,1,2,3,1,3,3,4,2,3,1,2,3,0,3
115771,1,1,1,1,5,4,4,1,1,1,1,1,1,2,19,6
73967,3,1,3,4,4,3,3,4,2,3,4,3,3,4,31,22
32801,2,4,4,4,2,2,2,2,3,2,4,2,3,2,0,0
36503,2,2,2,2,3,1,3,4,4,4,4,3,4,5,5,0
63315,4,2,2,2,4,4,3,4,4,4,3,4,3,4,12,17
51581,2,2,5,2,4,5,3,4,4,4,4,3,4,3,0,0
77979,3,3,3,3,4,4,4,4,4,4,4,4,4,3,1,0
117451,1,1,1,4,3,1,3,3,1,1,3,1,3,3,16,9
58912,2,4,2,3,1,2,1,1,4,4,4,5,4,1,1,0
11244,3,4,3,3,5,4,5,4,4,3,2,4,4,5,0,0
122058,2,1,1,1,2,2,2,2,3,1,3,1,3,2,8,26
6133,1,1,5,1,3,5,4,3,3,3,3,5,3,3,0,0
63668,5,2,5,4,2,3,4,3,3,5,3,2,3,2,10,0
73903,3,3,3,4,3,3,3,3,2,5,4,3,4,3,0,0
104087,4,3,4,2,1,5,2,1,1,4,1,5,1,5,2,0
9170,3,5,3,3,3,5,4,4,4,5,4,3,4,3,0,0
105685,2,2,2,2,3,5,5,5,5,5,5,4,5,4,2,0
115282,4,4,4,4,4,4,3,4,4,3,4,3,4,3,47,45
16311,2,2,2,2,5,4,5,5,2,1,5,3,5,5,45,51
77671,3,2,2,3,3,2,3,3,4,1,4,3,3,3,105,105
19381,2,2,2,2,5,5,5,5,3,2,1,4,3,5,101,126
94026,4,4,4,2,4,4,3,4,3,4,5,4,5,4,1,0
122163,2,2,2,2,5,5,5,4,4,4,4,4,4,5,0,0
7179,5,5,5,5,4,5,5,5,5,4,5,5,5,4,9,56
20625,5,2,2,2,5,5,5,5,4,1,1,4,5,5,0,0
124273,5,0,5,1,3,5,4,3,5,3,4,4,5,3,0,0
1600,3,3,3,4,4,3,4,4,4,2,3,1,4,4,27,31
23359,4,2,4,2,4,4,4,4,4,3,2,4,4,4,118,100
80613,5,5,3,5,3,4,4,5,5,5,5,3,5,5,0,0
45303,3,1,1,1,1,1,5,3,3,3,3,3,3,1,0,0
21580,2,5,2,2,3,2,3,3,5,3,5,3,5,3,0,0
65318,5,5,4,5,4,5,4,2,2,2,2,3,2,5,18,18
52768,3,3,3,3,3,3,3,3,5,3,3,2,3,3,0,5
49507,3,3,3,2,5,3,5,5,1,1,1,4,5,5,5,0
121964,4,4,4,4,1,4,1,1,4,3,4,3,5,1,15,8
63942,1,4,0,1,4,5,5,4,4,0,4,4,4,3,0,0
81471,4,4,4,4,3,3,2,4,4,3,4,4,4,3,27,45
54997,3,3,3,3,5,3,4,2,2,2,2,3,2,5,26,27
59017,3,3,3,3,4,3,5,2,2,2,2,4,2,4,0,4
112287,4,4,4,1,4,4,4,4,5,2,1,4,5,4,45,40
97003,4,5,3,1,1,3,1,1,4,4,3,3,1,1,28,19
102913,3,3,3,3,3,5,4,4,4,4,4,3,4,3,0,0
21546,2,4,2,1,5,2,5,5,3,2,5,5,4,5,76,73
121044,2,4,2,3,5,2,5,5,4,3,5,4,4,5,0,10
126814,2,2,2,2,5,3,5,5,5,5,5,3,5,3,0,0
1936,2,2,2,2,5,5,5,5,5,5,5,4,5,5,0,0
17630,2,2,2,2,3,2,2,5,5,5,5,3,5,3,0,0
82979,5,5,5,5,3,5,4,4,4,4,4,5,4,4,0,0
9557,5,5,5,5,4,5,5,4,4,5,4,5,4,3,0,0
76350,1,2,1,1,2,5,5,4,4,4,4,5,4,4,0,0
94609,4,4,4,4,3,5,4,5,5,5,4,4,5,5,0,1
86573,2,2,2,4,3,2,3,3,3,3,3,3,4,3,0,0
38421,3,3,3,3,3,3,3,3,4,3,1,5,4,3,4,11
12479,2,5,2,2,2,2,5,2,3,2,4,5,4,2,3,4
108382,4,1,4,3,1,4,1,1,3,1,3,2,4,1,18,24
99249,2,2,2,3,1,2,1,1,4,4,4,3,4,1,4,0
128013,2,2,2,2,5,4,5,5,5,5,5,5,5,3,0,0
3468,2,0,2,1,5,5,5,5,5,2,5,5,5,5,0,6
71012,5,5,5,5,3,4,5,5,5,5,5,4,5,3,0,0
116293,3,4,3,4,1,3,1,1,3,1,4,3,2,1,13,5
103164,4,2,4,4,5,4,5,5,4,2,3,3,4,5,22,11
29908,5,5,5,5,5,2,1,5,5,5,5,3,5,5,0,0
37280,5,4,4,4,1,2,3,5,5,5,5,1,5,2,0,0
90266,5,5,5,5,4,4,4,3,5,5,5,4,3,4,220,212
63145,1,1,1,1,3,4,4,4,4,5,4,5,4,3,0,0
113897,1,5,1,5,1,1,2,1,1,1,1,1,1,2,18,14
80519,3,5,3,2,5,3,5,5,3,1,5,1,5,5,0,3
107210,2,2,2,2,5,2,5,5,4,5,5,4,4,5,0,0
48034,4,5,5,5,4,1,4,3,1,4,3,4,2,4,141,126
49907,0,3,0,4,3,0,3,3,5,2,3,3,4,3,1,0
15360,1,1,1,1,3,4,1,5,5,5,5,5,5,4,0,0
107856,2,2,2,2,4,5,5,5,5,5,5,4,5,5,9,0
96716,1,1,1,4,2,1,2,2,2,3,3,3,3,2,0,0
57625,2,1,1,3,2,1,2,2,5,3,5,4,4,2,0,8
87442,2,2,4,2,4,5,4,5,5,5,5,4,5,3,33,27
115872,5,1,1,1,5,5,5,5,2,1,2,5,5,5,0,0
37667,4,3,4,3,4,4,5,3,3,4,3,5,3,2,0,0
102881,3,5,3,4,3,3,3,3,4,1,3,5,3,3,18,18
107099,3,5,4,4,1,2,5,3,3,4,1,4,3,5,0,0
55791,2,1,1,4,2,4,4,3,5,2,4,4,2,4,0,3
4388,3,5,3,1,3,3,3,3,3,4,4,3,5,3,55,88
44731,4,4,5,5,4,4,4,4,2,1,1,4,4,4,0,4
102620,3,5,3,5,2,3,2,2,3,3,4,3,4,2,11,4
53749,3,3,4,4,2,4,2,2,2,1,4,4,4,2,0,0
126263,2,2,2,3,2,1,4,3,3,3,4,4,2,4,232,241
18176,4,4,4,3,4,4,4,4,5,3,5,4,4,4,0,30
121318,0,5,0,4,5,0,5,5,5,3,5,3,4,5,0,0
120225,2,2,2,4,3,2,3,3,2,2,3,2,3,3,0,0
60742,2,2,2,2,4,4,4,4,5,3,4,5,5,4,46,51
82016,4,5,4,4,3,4,3,3,4,2,5,5,4,3,0,0
58490,5,5,5,5,5,5,5,5,3,4,4,3,5,5,0,0
100263,4,4,4,4,5,5,5,3,5,4,5,5,3,5,170,172
57121,3,1,1,1,4,4,3,3,3,3,3,3,3,1,0,0
15260,4,3,4,4,4,4,4,4,4,5,4,4,4,4,15,15
97911,0,4,0,4,5,0,5,5,4,4,5,5,5,5,0,0
115837,3,0,3,2,3,3,3,3,1,3,4,1,5,3,17,4
28457,0,5,0,1,0,5,5,3,4,5,5,5,5,5,0,0
104313,3,3,2,3,4,5,5,5,5,5,5,4,5,4,0,0
39072,3,3,3,4,2,3,2,2,1,1,4,3,4,2,0,6
128176,1,2,5,2,1,2,1,1,2,2,3,4,4,1,25,12
112243,3,2,3,3,5,5,5,4,2,5,4,5,5,5,173,175
24065,4,5,5,5,5,4,1,4,4,4,4,4,4,1,38,23
12170,3,3,3,4,1,3,1,1,3,5,3,2,4,1,0,0
5803,3,3,3,3,2,3,2,2,5,2,4,3,4,2,0,0
17005,3,3,5,3,5,5,4,4,4,4,4,5,4,3,0,0
9072,4,2,4,4,1,4,1,1,2,4,3,1,4,1,52,44
56156,1,1,1,1,4,4,4,4,3,4,5,3,5,4,0,6
49879,3,3,3,3,5,1,1,4,4,4,4,2,4,1,124,111
78234,1,1,1,1,4,5,5,4,4,4,4,3,4,3,0,0
23979,1,1,1,1,2,4,5,4,4,4,4,5,4,3,7,16
113199,5,0,5,3,4,5,2,4,3,5,5,3,5,4,0,0
73887,1,1,1,1,5,5,5,5,4,4,5,5,5,5,0,0
68000,0,0,0,3,3,5,5,1,1,1,1,4,1,4,0,0
69413,4,3,4,4,5,5,5,4,4,4,4,3,4,4,0,0
26761,3,5,4,2,4,4,4,4,5,3,4,5,4,4,0,88
64701,1,3,3,3,5,3,3,4,4,4,1,3,4,3,27,61
36377,4,4,4,4,4,4,4,4,4,4,4,3,4,2,0,0
25233,0,5,0,2,1,0,1,1,5,1,3,5,1,1,0,3
36416,4,4,4,3,3,4,3,3,2,5,5,5,1,3,0,0
71469,4,4,4,4,5,4,5,5,4,3,5,4,4,5,30,13
26626,2,3,3,3,1,2,3,2,2,2,2,2,2,2,5,27
72406,1,1,1,1,1,1,1,1,4,2,4,2,4,1,93,99
79582,4,4,4,4,3,4,4,4,4,4,4,3,4,3,0,0
55969,3,3,3,3,5,5,5,5,5,4,5,4,5,5,0,0
85246,5,5,5,2,1,5,1,1,1,2,5,3,5,1,0,0
75174,3,1,1,1,3,3,3,3,2,2,2,3,3,3,0,0
50505,4,3,4,3,2,4,3,3,3,4,5,4,3,2,0,0
57856,2,4,2,4,2,1,2,4,2,4,4,2,5,2,0,0
75346,2,4,2,4,2,3,5,3,3,4,5,5,4,5,0,1
23259,3,5,3,4,2,3,2,2,5,3,5,5,4,2,112,111
46011,2,0,2,4,1,2,5,1,5,4,5,3,5,1,12,25
53413,5,5,5,5,5,5,5,5,1,3,3,4,1,5,40,42
123560,5,5,5,3,2,5,2,2,4,3,3,4,4,2,3,0
128777,3,3,3,3,2,5,5,3,3,3,3,4,3,3,0,0
114619,2,2,2,2,2,5,4,4,4,4,4,4,4,3,94,76
217,2,5,2,1,5,2,5,5,4,3,4,4,4,5,0,0
4110,4,4,4,4,4,4,4,4,4,4,4,5,4,5,0,6
78446,4,4,4,4,2,4,2,2,5,3,4,5,4,2,0,0
7017,2,4,2,4,4,2,4,4,2,5,3,1,3,4,0,0
16254,4,4,4,3,3,4,3,3,2,5,3,4,1,3,0,0
45852,5,1,1,1,5,4,5,5,1,1,3,4,3,5,0,0
64004,2,4,2,2,4,2,4,4,1,3,5,3,5,4,0,5
78310,1,5,4,4,1,2,1,1,3,1,3,3,4,1,0,0
127082,2,0,2,4,4,2,2,4,4,3,5,4,1,4,0,6
47006,2,1,2,2,4,2,4,4,4,3,2,1,2,4,6,10
43972,5,3,5,3,2,5,2,2,5,5,5,4,4,2,0,0
119682,5,4,5,3,5,4,4,5,5,4,5,4,4,4,243,226
3616,4,4,4,4,5,4,4,4,4,4,4,3,4,3,0,0
40304,1,3,1,3,3,4,2,2,2,1,2,1,2,4,0,0
120760,3,3,2,3,2,5,4,2,2,2,2,3,2,4,0,0
8115,2,3,5,3,5,3,3,2,2,2,2,4,2,3,0,0
36058,4,2,2,2,4,4,1,4,2,3,1,1,2,4,0,0
58068,2,4,1,4,2,3,4,2,2,2,2,1,2,3,44,46
125757,2,2,2,2,3,4,4,4,4,4,4,5,4,5,0,0
94659,2,5,5,5,2,2,2,2,4,2,4,4,4,2,7,0
97953,4,4,4,4,4,1,2,4,4,4,4,2,4,2,128,131
78114,4,4,4,4,5,4,5,5,5,5,5,4,5,5,0,0
77532,3,4,4,3,5,4,3,5,4,3,4,3,5,5,24,12
80601,4,3,3,2,4,3,4,4,5,2,5,5,4,4,0,4
62020,3,3,3,1,4,3,1,4,3,4,5,4,5,4,0,0
99600,3,5,3,5,5,3,5,5,2,4,4,1,4,5,0,0
62446,3,3,3,3,5,4,4,5,5,5,5,3,5,3,2,0
29914,5,1,1,1,5,2,2,5,5,5,5,1,5,4,0,0
96450,1,1,1,1,3,4,5,5,5,5,5,5,5,3,16,10
107479,4,4,4,4,5,5,5,5,5,5,5,4,5,4,0,0
115588,2,3,3,3,2,2,2,2,1,2,4,1,3,2,0,6
112892,1,5,5,5,1,1,1,1,2,1,3,1,3,1,24,14
96804,4,4,4,1,2,4,2,2,4,5,5,4,5,2,15,1
98887,2,3,3,4,5,3,5,5,3,5,3,2,3,5,0,0
58394,5,5,5,3,1,5,1,1,4,5,4,5,4,1,11,33
17658,4,1,3,3,1,3,4,1,4,1,3,2,3,1,83,45
51563,4,1,1,1,4,4,4,4,3,3,1,2,3,4,0,0
114287,3,5,2,3,4,2,4,4,3,5,5,4,5,4,25,21
95974,2,3,2,2,5,4,4,5,5,5,5,5,5,5,0,0
35423,3,4,3,2,2,3,2,2,3,3,4,3,5,2,0,0
98723,4,4,3,3,4,3,4,4,5,1,3,2,1,4,92,100
117443,4,4,4,3,5,4,5,5,3,3,4,3,5,5,18,5
47902,1,1,5,1,5,5,5,5,3,3,3,1,3,5,0,4
84336,1,4,4,4,1,1,1,1,1,4,4,2,4,1,18,2
35611,1,5,1,1,2,1,5,2,3,2,4,3,4,2,49,31
787,4,4,4,4,3,4,5,4,4,5,4,3,4,4,7,15
6164,3,3,3,4,3,3,3,3,4,5,4,4,4,3,0,0
111698,2,5,1,3,4,1,3,4,4,5,5,4,4,4,0,0
51329,1,1,1,1,4,1,4,4,1,4,4,4,5,4,0,0
97195,2,3,2,3,2,2,2,3,3,4,4,2,3,2,270,260
51306,2,1,4,1,2,2,2,2,1,3,3,4,3,2,49,56
60876,3,3,3,3,4,5,4,4,3,2,4,4,4,4,17,32
98658,3,4,3,3,3,3,3,3,4,5,4,4,4,3,0,7
79373,1,1,1,1,5,5,4,5,5,5,5,4,5,4,0,6
41573,5,4,5,3,4,5,4,4,5,4,4,3,4,4,4,0
17698,2,2,2,2,5,4,5,5,2,5,2,1,3,5,9,0
9064,1,3,3,3,1,2,2,3,3,3,1,4,3,1,0,0
109937,3,5,3,4,2,4,5,2,2,3,5,3,2,5,37,22
91986,1,3,3,3,1,1,1,1,4,1,4,1,4,1,2,0
85593,0,0,0,1,2,2,5,3,3,3,3,1,3,4,0,5
127131,2,2,2,4,2,2,2,2,2,1,3,4,4,2,6,0
72336,2,2,2,2,5,5,5,4,4,4,4,5,4,5,10,0
92079,3,3,3,3,1,3,1,1,3,2,4,1,3,1,0,0
129624,0,0,0,1,5,5,5,5,3,2,5,4,5,5,90,86
33264,4,4,4,4,5,4,5,5,3,2,4,4,5,5,0,0
7809,1,5,5,5,2,4,3,2,2,1,2,3,2,1,0,0
15204,4,4,4,4,2,4,4,4,4,4,4,4,4,4,0,0
91327,2,1,1,1,4,1,1,2,2,2,2,3,2,1,28,20
35098,4,1,2,2,4,4,4,4,3,2,4,4,5,4,0,0
109569,4,3,4,3,2,4,3,2,2,4,3,4,3,2,110,92
1016,1,1,1,1,4,1,4,4,4,2,2,2,2,4,0,6
101713,2,1,1,3,1,1,1,1,3,3,4,3,4,1,2,26
61813,1,5,1,1,3,4,5,2,2,1,5,3,2,3,0,0
119989,2,2,2,4,3,2,3,3,3,4,3,2,3,3,0,0
51604,3,3,3,3,3,4,4,5,5,5,5,3,5,2,0,0
109352,3,5,3,1,4,3,5,4,4,3,3,4,4,4,8,1
128573,3,1,1,1,3,3,3,3,2,3,4,2,3,3,0,0
79499,1,1,5,1,5,5,5,5,4,5,4,5,4,5,11,11
99632,3,4,3,2,3,3,3,3,5,2,5,3,5,3,0,0
22493,1,3,1,4,5,4,3,5,5,1,5,1,5,2,0,0
88713,2,4,2,1,2,2,2,2,5,2,4,4,5,2,0,0
36663,3,4,3,5,4,3,3,4,5,3,4,4,5,4,0,0
54626,3,3,3,3,2,2,2,2,3,3,3,2,3,2,2,0
68235,3,4,4,4,3,3,3,3,4,1,3,4,3,3,0,5
40073,3,3,3,3,3,3,3,3,3,4,4,4,2,3,0,0
52290,1,3,3,3,1,3,3,1,1,1,1,4,1,3,0,3
22475,3,2,0,4,1,4,4,1,1,0,1,1,1,3,0,0
61452,0,0,0,3,5,0,5,5,4,5,4,4,4,5,4,0
53871,1,0,1,2,2,1,2,2,5,4,3,2,4,2,2,9
93869,5,5,5,5,4,4,4,5,5,5,5,3,5,3,0,0
31387,3,1,3,2,1,3,1,1,4,3,1,3,2,1,5,6
8229,1,5,1,3,1,1,1,1,3,2,5,4,5,1,0,0
43957,3,1,3,3,1,3,1,1,3,5,4,2,3,1,0,26
81025,5,5,5,5,2,5,5,4,4,4,4,3,4,5,6,0
10342,1,1,1,1,2,4,4,5,5,5,5,3,5,5,0,0
119130,3,3,3,3,3,5,5,5,5,5,5,4,5,4,0,0
49877,2,3,3,3,2,2,2,2,1,1,3,2,2,2,0,0
49324,3,1,1,1,3,3,3,3,1,4,3,2,4,3,0,0
60275,4,4,4,4,5,4,4,5,2,3,4,4,3,4,6,0
52082,4,3,3,3,1,3,4,4,4,4,4,1,4,2,0,0
107758,2,5,0,3,3,5,5,5,5,0,5,4,5,3,5,0
71587,5,5,5,5,2,5,5,4,4,4,4,3,4,3,0,0
73094,4,2,2,2,4,4,4,4,1,4,1,2,5,4,0,0
95553,4,5,4,3,4,4,4,4,3,3,4,3,5,4,31,27
104483,2,5,5,5,5,4,3,2,2,2,2,2,2,4,0,0
104897,3,3,3,3,3,5,5,5,5,5,5,5,5,4,4,19
53833,4,2,2,2,5,4,5,5,4,5,1,1,2,5,3,0
13037,3,4,3,3,5,4,4,4,4,3,4,3,4,5,1,0
54986,3,5,5,5,2,3,3,3,3,3,3,4,3,1,0,0
23505,0,4,0,2,3,0,3,3,2,2,2,4,4,3,0,0
44741,1,5,1,3,5,1,5,5,5,3,4,5,5,5,25,16
112372,3,4,4,3,4,4,4,4,1,5,3,3,3,4,1,33
113838,3,5,0,2,4,0,4,4,3,5,5,3,5,4,0,0
113052,2,2,2,2,2,5,4,4,4,4,4,3,4,4,0,0
62069,3,2,2,3,1,2,1,1,3,2,3,3,2,1,0,0
123872,2,3,3,3,2,3,2,2,2,2,2,2,2,1,0,33
118170,3,3,3,3,4,3,4,4,1,4,4,4,4,4,0,0
71934,2,3,3,3,2,2,5,2,2,2,2,3,2,2,9,0
112283,2,5,2,2,3,2,3,3,4,2,5,4,5,3,20,5
31461,4,4,4,4,4,4,3,4,5,4,3,2,1,4,10,0
111274,3,4,4,4,3,3,3,3,4,1,2,4,2,3,50,69
90137,4,4,4,4,3,4,5,5,5,5,5,3,5,4,0,0
5487,3,3,3,3,3,4,5,5,5,5,5,5,5,3,0,0
110992,4,4,4,4,4,4,5,5,5,5,4,3,5,5,0,5
50393,1,3,3,3,1,4,3,3,3,3,1,2,3,3,0,0
80171,2,3,3,3,2,2,2,1,4,3,4,2,2,2,54,49
56924,2,2,2,4,2,2,4,1,4,3,3,4,4,4,4,26
107024,5,3,5,3,5,5,5,5,5,2,4,4,4,5,8,0
52497,2,2,5,2,3,4,5,5,5,5,5,3,5,4,0,0
40922,1,2,1,3,1,3,3,5,5,1,2,3,5,1,0,0
35817,2,2,2,2,4,3,2,2,2,2,2,3,2,3,0,0
24382,2,1,3,1,3,3,4,2,2,2,2,4,2,2,0,0
30503,3,2,4,4,2,4,2,2,3,3,2,2,3,2,2,0
125286,1,1,1,1,4,1,4,4,5,5,5,4,4,4,0,0
